"sf__Id","sf__Error","Subject","ActivityDate","CallType","Status","OwnerId","WhoId"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000g9W3jIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000kt1OmIAI"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTDvIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ZcCYfIAN"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000UiXghIAF"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRMQIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","What is he waiting for?","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000TxUmAIAV"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRJgIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-07-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000UWGMxIAP"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-07-29","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000l03XWIAY"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-05","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktST7IAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-05","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQbuIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Completed L&H?","2025-08-05","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTTIIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-06","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRLfIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-06","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Check in on baby?","2025-08-06","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTDxIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-08-06","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000aMEqnIAG"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-07","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-07","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTHGIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-07","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS?","2025-08-07","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQGLIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-12","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","COI","2025-08-12","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000iAoTfIAK"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-13","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-13","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-13","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000UZQpdIAH"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-13","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-08-13","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","LIC and FIN?","2025-08-15","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSEaIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-04","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/u to schedule AI","2025-09-04","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS codes?","2025-09-05","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000l5GfSIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","IAP and MDE200","2025-09-08","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000pjNXmIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call still at FISHER?","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktOXIIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000X3GDJIA3"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000UfgJmIAJ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB","0035f00002G7i73AAB"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktST6IAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/u to schedule AI","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000qPbPtIAK"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-11","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-12","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule SI 1","2025-09-12","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000pLs9lIAC"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-12","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRKPIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-16","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Where is she?","2025-09-16","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000jMBNwIAO"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-16","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQajIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSqyIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000U4rpLIAR"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktRMcIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktR07IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTf2IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQyLIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-17","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSqnIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Reconnect - Fathers is estate planning, referral form Daniel Chung, follow up in 6 months.","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTDsIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ksTkJIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Redirect, but follow up in 5 months to see where he isat?","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000YzR69IAF"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTDzIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Check in?","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTf1IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-18","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000h2mhMIAQ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSjPIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-22","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-22","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-09-22","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktPejIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQVwIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000U1hLDIAZ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000bSdIyIAK"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTHHIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQzIIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktPfRIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","need: Education ? Licensing -","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","0035f000023HJTDAA4"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktP32IAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule SI 1","2025-09-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000sYONNIA4"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktTHdIAM"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktSCSIA2"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","FUp","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000pRclPIAS"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000qv3mPIAQ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000cdTabIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule Connection Interview (1st)","2025-09-25","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000vYjtBIAS"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-26","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000kNL6AIAW"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-26","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000syzKoIAI"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-09-26","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-03","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Reconnect","2025-10-09","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-09","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-10","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000qLyb7IAC"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-10","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000l7dcoIAA"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Follow up","2025-10-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Add to friends?","2025-10-10","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","NS?","2025-10-15","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-16","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-16","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-16","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000bhmFPIAY"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Did he get the job?","2025-10-21","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule Align (2nd)","2025-10-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000yjjhaIAA"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up","2025-10-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000vOavzIAC"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule Connection Interview (1st)","2025-10-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000oXBftIAG"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule Align (2nd)","2025-10-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ymUxJIAU"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up w/call still interested?","2025-10-21","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000w3unVIAQ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-22","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000sgn0QIAQ"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Sent to Avallon","2025-10-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQalIAE"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-10-22","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-22","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo000010b2SBIAY"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-23","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up to schedule Align (2nd)","2025-10-23","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000wWnifIAC"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","KIT","2025-10-23","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","F/up","2025-10-23","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000zh57lIAA"
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-23","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Call","2025-10-24","Inbound","Not Started","005Vo00000DqpnpAAB",""
"","MALFORMED_ID:Assigned To ID: id value of incorrect type: 005Vo00000DqpnpAAB:OwnerId --","Went to; inancial Advisor Financial Advisor Wealth Enhancement ? Full-timeWealth Enhancement ? Full-time May 2025 - Present ? 3 mos","2025-10-24","Inbound","Not Started","005Vo00000DqpnpAAB","003Vo00000ktQGKIA2"
